"","city","state","contestant","season","rank","missc","episode","outcome","eliminated","participant","minichalw","finale","penultimate","age","dob","lat","lng","finalist","winner","first_eliminated"
"555","Cleveland","Ohio","Akashia","S01",7,"0",4,NA,NA,"0",NA,0,0,32,1985-02-19,41.4764,-81.6805,NA,NA,NA
"556","Cleveland","Ohio","Akashia","S01",7,"0",3,"BTM","1","1","0",0,0,32,1985-02-19,41.4764,-81.6805,NA,NA,NA
"557","Cleveland","Ohio","Akashia","S01",7,"0",5,NA,NA,"0",NA,0,0,32,1985-02-19,41.4764,-81.6805,NA,NA,NA
"558","Conway","Arkansas","Symone","S13",1,"0",12,"BTM","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"559","Conway","Arkansas","Symone","S13",1,"0",11,"WIN","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"560","Conway","Arkansas","Symone","S13",1,"0",14,NA,"0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"561","Conway","Arkansas","Symone","S13",1,"0",1,"WIN","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"562","Conway","Arkansas","Symone","S13",1,"0",9,"SAFE","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"563","Conway","Arkansas","Symone","S13",1,"0",10,"WIN","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"564","Conway","Arkansas","Symone","S13",1,"0",8,"BTM","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"565","Conway","Arkansas","Symone","S13",1,"0",3,NA,NA,"0",NA,0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"566","Conway","Arkansas","Symone","S13",1,"0",4,"WIN","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"567","Conway","Arkansas","Symone","S13",1,"0",6,"SAFE","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"568","Conway","Arkansas","Symone","S13",1,"0",7,"HIGH","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"569","Conway","Arkansas","Symone","S13",1,"0",15,NA,"0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"570","Conway","Arkansas","Symone","S13",1,"0",16,"WIN","0","1","0",1,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"571","Conway","Arkansas","Symone","S13",1,"0",13,"HIGH","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"572","Conway","Arkansas","Symone","S13",1,"0",2,"WIN","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"573","Conway","Arkansas","Symone","S13",1,"0",5,"SAFE","0","1","0",0,0,25,1995-01-15,35.0753,-92.4692,1,1,NA
"574","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",9,"LOW","0","1","1",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"575","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",4,"SAFE","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"576","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",15,"HIGH","0","1","0",1,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"577","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",13,"WIN","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"578","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",3,"SAFE","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"579","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",10,"HIGH","0","1","1",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"580","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",8,"BTM","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"581","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",2,"HIGH","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"582","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",12,"WIN","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"583","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",7,"HIGH","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"584","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",6,"SAFE","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"585","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",11,"HIGH","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"586","Cottage Grove","Minnesota","Manila Luzon","S03",2,"0",5,"WIN","0","1","0",0,0,28,1981-08-10,44.8161,-92.9274,1,NA,NA
"587","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",10,"SAFE","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"588","Dallas","Texas","Plastique Tiara","S11",8,"0",2,"HIGH","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"589","Dallas","Texas","Plastique Tiara","S11",8,"0",8,"SAFE","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"590","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",3,"BTM","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"591","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",5,"SAFE","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"592","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",13,NA,"0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"593","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",14,"HIGH","0","1","0",1,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"594","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",11,NA,NA,"0",NA,0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"595","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",9,"WIN","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"596","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",6,"WIN","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"597","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",1,"HIGH","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"598","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",4,"SAFE","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"599","Dallas","Texas","Asia O'Hara","S10",4,"0",1,"SAFE","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"600","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",12,"SAFE","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"601","Dallas","Texas","Asia O'Hara","S10",4,"0",14,"BTM","0","1","0",1,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"602","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",8,"SAFE","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"603","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",7,"BTM","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"604","Dallas","Texas","Asia O'Hara","S10",4,"0",7,"LOW","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"605","Dallas","Texas","Plastique Tiara","S11",8,"0",9,"BTM","1","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"606","Dallas","Texas","Asia O'Hara","S10",4,"0",9,"WIN","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"607","Dallas","Texas","Asia O'Hara","S10",4,"0",8,"BTM","0","1","1",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"608","Dallas","Texas","Plastique Tiara","S11",8,"0",11,NA,NA,"0",NA,0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"609","Dallas","Texas","Asia O'Hara","S10",4,"0",6,"SAFE","0","1","1",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"610","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",12,NA,NA,"0",NA,0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"611","Dallas","Texas","Asia O'Hara","S10",4,"0",3,"WIN","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"612","Dallas","Texas","Asia O'Hara","S10",4,"0",11,"HIGH","0","1","1",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"613","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",11,"HIGH","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"614","Dallas","Texas","A'Keria C. Davenport","S11",3,"0",2,"SAFE","0","1","0",0,0,30,1988-03-01,32.7935,-96.7667,1,NA,NA
"615","Dallas","Texas","Asia O'Hara","S10",4,"0",2,"HIGH","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"616","Dallas","Texas","Asia O'Hara","S10",4,"0",5,"SAFE","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"617","Dallas","Texas","Kennedy Davenport","S07",4,"0",1,"HIGH","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"618","Dallas","Texas","Kennedy Davenport","S07",4,"0",8,"SAFE","0","1","1",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"619","Dallas","Texas","Plastique Tiara","S11",8,"0",4,"SAFE","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"620","Dallas","Texas","Plastique Tiara","S11",8,"0",1,"HIGH","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"621","Dallas","Texas","Plastique Tiara","S11",8,"0",10,NA,NA,"0",NA,0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"622","Dallas","Texas","Plastique Tiara","S11",8,"0",3,"BTM","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"623","Dallas","Texas","Kennedy Davenport","S07",4,"0",9,"HIGH","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"624","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",5,"SAFE","0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"625","Dallas","Texas","Asia O'Hara","S10",4,"0",10,"HIGH","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"626","Dallas","Texas","Plastique Tiara","S11",8,"0",5,"HIGH","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"627","Dallas","Texas","Asia O'Hara","S10",4,"0",4,"LOW","0","1","0",0,0,35,1982-07-07,32.7935,-96.7667,1,NA,NA
"628","Dallas","Texas","Plastique Tiara","S11",8,"0",14,NA,"0","1","0",1,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"629","Dallas","Texas","Plastique Tiara","S11",8,"0",7,"WIN","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"630","Dallas","Texas","Plastique Tiara","S11",8,"0",13,NA,"0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"631","Dallas","Texas","Plastique Tiara","S11",8,"0",6,"HIGH","0","1","0",0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"632","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",1,"SAFE","0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"633","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",9,NA,NA,"0",NA,0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"634","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",2,"SAFE","0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"635","Dallas","Texas","Kennedy Davenport","S07",4,"0",12,"BTM","1","1","0",0,1,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"636","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",7,"BTM","1","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"637","Dallas","Texas","Kennedy Davenport","S07",4,"0",10,"SAFE","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"638","Dallas","Texas","Plastique Tiara","S11",8,"0",12,NA,NA,"0",NA,0,0,21,1997-04-11,32.7935,-96.7667,1,NA,NA
"639","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",14,NA,"0","1","0",1,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"640","Dallas","Texas","Kennedy Davenport","S07",4,"0",7,"WIN","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"641","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",13,NA,"0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"642","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",6,"BTM","0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"643","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",4,"BTM","0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"644","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",8,NA,NA,"0",NA,0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"645","Dallas","Texas","Kennedy Davenport","S07",4,"0",6,"SAFE","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"646","Dallas","Texas","Kennedy Davenport","S07",4,"0",5,"HIGH","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"647","Dallas","Texas","Kennedy Davenport","S07",4,"0",14,NA,NA,"0",NA,1,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"648","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",3,"BTM","0","1","0",0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"649","Dallas","Texas","Kennedy Davenport","S07",4,"0",3,"BTM","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"650","Dallas","Texas","Kennedy Davenport","S07",4,"0",11,"BTM","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"651","Dallas","Texas","Kennedy Davenport","S07",4,"0",4,"WIN","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"652","Dallas","Texas","Kennedy Davenport","S07",4,"0",2,"SAFE","0","1","0",0,0,33,1982-09-09,32.7935,-96.7667,NA,NA,NA
"653","Dallas","Texas","Ra'Jah O'Hara","S11",9,"0",10,NA,NA,"0",NA,0,0,33,1985-12-31,32.7935,-96.7667,1,NA,NA
"654","Dayton","Ohio","India Ferrah","S03",10,"0",12,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"655","Dayton","Ohio","India Ferrah","S03",10,"0",10,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"656","Dayton","Ohio","India Ferrah","S03",10,"0",8,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"657","Dayton","Ohio","India Ferrah","S03",10,"0",11,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"658","Dayton","Ohio","India Ferrah","S03",10,"0",3,"SAFE","0","1","0",0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"659","Dayton","Ohio","India Ferrah","S03",10,"0",7,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"660","Dayton","Ohio","India Ferrah","S03",10,"0",5,"BTM","1","1","0",0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"661","Dayton","Ohio","India Ferrah","S03",10,"0",6,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"662","Dayton","Ohio","India Ferrah","S03",10,"0",4,"BTM","0","1","0",0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"663","Dayton","Ohio","India Ferrah","S03",10,"0",2,"SAFE","0","1","0",0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"664","Dayton","Ohio","India Ferrah","S03",10,"0",13,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"665","Dayton","Ohio","India Ferrah","S03",10,"0",15,NA,NA,"0",NA,1,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"666","Dayton","Ohio","India Ferrah","S03",10,"0",9,NA,NA,"0",NA,0,0,23,1986-05-08,39.7805,-84.2003,NA,NA,NA
"667","Denver","Colorado","Willow Pill","S14",1,"0",4,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"668","Denver","Colorado","Willow Pill","S14",1,"0",2,NA,NA,"0",NA,0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"669","Denver","Colorado","Willow Pill","S14",1,"0",15,NA,"0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"670","Denver","Colorado","Willow Pill","S14",1,"0",9,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"671","Denver","Colorado","Willow Pill","S14",1,"0",5,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"672","Denver","Colorado","Willow Pill","S14",1,"0",7,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"673","Denver","Colorado","Willow Pill","S14",1,"0",10,"BTM","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"674","Denver","Colorado","Willow Pill","S14",1,"0",11,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"675","Denver","Colorado","Willow Pill","S14",1,"0",13,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"676","Denver","Colorado","Willow Pill","S14",1,"0",14,"BTM","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"677","Denver","Colorado","Willow Pill","S14",1,"0",16,"WIN","0","1","0",1,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"678","Denver","Colorado","Willow Pill","S14",1,"0",8,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"679","Denver","Colorado","Willow Pill","S14",1,"0",3,"WIN","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"680","Denver","Colorado","Willow Pill","S14",1,"0",12,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"681","Denver","Colorado","Willow Pill","S14",1,"0",6,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"682","Denver","Colorado","Willow Pill","S14",1,"0",1,"SAFE","0","1","0",0,0,26,1995-01-22,39.762,-104.8758,1,1,NA
"683","Denver","Colorado","Yvie Oddly","S11",1,"0",1,"SAFE","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"684","Denver","Colorado","Yvie Oddly","S11",1,"0",10,"SAFE","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"685","Denver","Colorado","Yvie Oddly","S11",1,"0",2,"WIN","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"686","Denver","Colorado","Yvie Oddly","S11",1,"0",11,"LOW","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"687","Denver","Colorado","Yvie Oddly","S11",1,"0",12,"SAFE","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"688","Denver","Colorado","Yvie Oddly","S11",1,"0",4,"HIGH","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"689","Denver","Colorado","Yvie Oddly","S11",1,"0",13,NA,"0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"690","Denver","Colorado","Yvie Oddly","S11",1,"0",5,"HIGH","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"691","Denver","Colorado","Yvie Oddly","S11",1,"0",14,"WIN","0","1","0",1,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"692","Denver","Colorado","Yvie Oddly","S11",1,"0",6,"SAFE","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"693","Denver","Colorado","Yvie Oddly","S11",1,"0",7,"HIGH","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"694","Denver","Colorado","Yvie Oddly","S11",1,"0",8,"BTM","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"695","Denver","Colorado","Yvie Oddly","S11",1,"0",3,"SAFE","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"696","Denver","Colorado","Yvie Oddly","S11",1,"0",9,"SAFE","0","1","0",0,0,24,1993-08-22,39.762,-104.8758,1,1,NA
"697","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",14,NA,NA,"0",NA,1,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"698","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",11,NA,NA,"0",NA,0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"699","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",10,"BTM","0","1","1",0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"700","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",2,"HIGH","0","1","0",0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"701","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",1,"LOW","0","1","0",0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"702","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",9,NA,NA,"0",NA,0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"703","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",7,NA,NA,"0",NA,0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"704","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",6,NA,NA,"0",NA,0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"705","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",3,"HIGH","0","1","0",0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"706","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",4,"LOW","0","1","0",0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"707","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",5,"BTM","1","1","0",0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"708","Dorado","Puerto Rico","Kenya Michaels","S04",5,"0",8,NA,NA,"0",NA,0,0,21,1990-05-08,18.4657,-66.2726,NA,NA,NA
"709","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",13,NA,NA,"0",NA,0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"710","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",5,"SAFE","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"711","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",4,"SAFE","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"712","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",11,NA,NA,"0",NA,0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"713","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",10,"BTM","1","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"714","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",3,"LOW","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"715","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",8,"HIGH","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"716","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",7,"LOW","0","1","1",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"717","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",12,"BTM","1","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"718","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",9,"BTM","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"719","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",6,"SAFE","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"720","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",2,"LOW","0","1","0",0,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"721","Elmwood Park","New Jersey","Carmen Carrera","S03",5,"0",15,NA,NA,"0",NA,1,0,25,1985-04-13,40.9049,-74.1201,NA,NA,NA
"722","Falls Church","Virginia","Tatianna","S02",4,"0",9,"BTM","1","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"723","Falls Church","Virginia","Tatianna","S02",4,"0",8,"HIGH","0","1","1",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"724","Falls Church","Virginia","Tatianna","S02",4,"0",3,"SAFE","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"725","Falls Church","Virginia","Tatianna","S02",4,"0",11,NA,NA,"0",NA,1,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"726","Falls Church","Virginia","Tatianna","S02",4,"0",7,"BTM","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"727","Falls Church","Virginia","Tatianna","S02",4,"0",2,"SAFE","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"728","Falls Church","Virginia","Tatianna","S02",4,"0",1,"SAFE","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"729","Falls Church","Virginia","Tatianna","S02",4,"0",4,"WIN","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"730","Falls Church","Virginia","Tatianna","S02",4,"0",6,"SAFE","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"731","Falls Church","Virginia","Tatianna","S02",4,"0",5,"LOW","0","1","0",0,0,21,1988-12-01,38.8847,-77.1751,NA,NA,NA
"732","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",8,NA,"0","1","0",0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
"733","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",13,NA,NA,"0",NA,0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
"734","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",5,"SAFE","0","1","0",0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
"735","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",1,NA,NA,"0",NA,0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
"736","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",2,"SAFE","0","1","0",0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
"737","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",7,NA,NA,"0",NA,0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
"738","Fayetteville","Arkansas","Maddy Morphosis","S14",10,"0",4,"SAFE","0","1","0",0,0,26,1994-09-02,36.0714,-94.1661,NA,NA,NA
